,pri_gene,symbol
RASEF,RASEF,RASEF
RTN4RL1,RTN4RL1,RTN4RL1
SMURF2P1-LRRC37BP1,SMURF2P1-LRRC37BP1,SMURF2P1-LRRC37BP1
CCDC183-AS1,CCDC183-AS1,CCDC183-AS1
FNDC7,FNDC7,FNDC7
LRMDA,LRMDA,LRMDA
LINC01270,LINC01270,LINC01270
BET1L,BET1L,BET1L
CD1A,CD1A,CD1A
CD1A,CD1A,CD1D
CD1A,CD1A,CD1E
CD1A,CD1A,CD1B
CD1A,CD1A,CD1C
MIR8055,MIR8055,MIR8055
FCHSD2,FCHSD2,FCHSD2
EYA4,EYA4,EYA4
KRTAP29-1,KRTAP29-1,KRTAP29-1
LINC01756,LINC01756,LINC01756
PHLDB3,PHLDB3,PHLDB3
NFIL3,NFIL3,NFIL3
AKR1B10,AKR1B10,AKR1B10
TAF1C,TAF1C,TAF1C
NRSN2-AS1,NRSN2-AS1,NRSN2-AS1
KIF13A,KIF13A,KIF13A
ZNF44,ZNF44,ZNF44
TNFAIP8L2,TNFAIP8L2,TNFAIP8L2
NIF3L1,NIF3L1,NIF3L1
DDX17,DDX17,DDX17
CACNA1E,CACNA1E,CACNA1E
DCHS2,DCHS2,DCHS2
FAM13C,FAM13C,FAM13C
RNF7,RNF7,RNF7
MIR6722,MIR6722,MIR6722
LINC02508,LINC02508,LINC02508
LINC02508,LINC02508,LINC02508
BEND4,BEND4,BEND4
F8A3,F8A3,F8A3
SCRG1,SCRG1,SCRG1
NR4A3,NR4A3,NR4A3
XPO4,XPO4,XPO4
GBA,GBA,GBA1
GBA,GBA,GBA1LP
LMF1,LMF1,LMF1
BMP10,BMP10,BMP10
PPIE,PPIE,PPIE
LIN52,LIN52,LIN52
JUN,JUN,JUN
C9orf139,C9orf139,LINC02908
FBLN2,FBLN2,FBLN2
GCNT3,GCNT3,GCNT3
KCTD18,KCTD18,KCTD18
FEZ1,FEZ1,LZTS1
FEZ1,FEZ1,FEZ1
THOP1,THOP1,THOP1
COL26A1,COL26A1,COL26A1
EFS,EFS,EFS
LYRM1,LYRM1,LYRM1
MIR7160,MIR7160,MIR7160
SV2C,SV2C,SV2C
ASCC2,ASCC2,ASCC2
MUL1,MUL1,MUL1
SAMD9,SAMD9,SAMD9
TDRG1,TDRG1,TDRG1
ACAP1,ACAP1,ACAP1
SLC16A9,SLC16A9,SLC16A9
KRT73,KRT73,KRT73
HES7,HES7,HES7
RSPO4,RSPO4,RSPO4
WBP2,WBP2,WBP2
PPT2,PPT2,PPT2-EGFL8
PPT2,PPT2,PPT2
CDKN2D,CDKN2D,CDKN2D
CRIP1,CRIP1,CNRIP1
CRIP1,CRIP1,CRIP1
MIR8062,MIR8062,MIR8062
LINC02160,LINC02160,LINC02160
HOXA3,HOXA3,HOXA3
METTL21C,METTL21C,METTL21C
TFAP2D,TFAP2D,TFAP2D
UCP3,UCP3,UCP3
SPECC1,SPECC1,SPECC1
FIZ1,FIZ1,FIZ1
TAF9,TAF9,TAF9
APOBEC1,APOBEC1,APOBEC1
GRAMD1A,GRAMD1A,GRAMD1A
BORA,BORA,BORA
PI4K2B,PI4K2B,PI4K2B
SLC4A10,SLC4A10,SLC4A10
FLCN,FLCN,FLCN
MIR33B,MIR33B,MIR33B
YPEL5,YPEL5,YPEL5
FLJ36000,FLJ36000,FLJ36000
TOB1,TOB1,TOB1
RAD21L1,RAD21L1,RAD21L1
CD70,CD70,CD70
FGF12-AS2,FGF12-AS2,FGF12-AS2
RPL35,RPL35,RPL35
FBXO10,FBXO10,FBXO10
ZBTB8B,ZBTB8B,ZBTB8B
SFSWAP,SFSWAP,SFSWAP
CENPL,CENPL,CENPL
SGPP2,SGPP2,SGPP2
LOXL2,LOXL2,LOXL2
APOBEC2,APOBEC2,APOBEC2
ACAN,ACAN,ACAN
BCL2L1,BCL2L1,BCL2L1
DDN-AS1,DDN-AS1,DDN-AS1
ZIC3,ZIC3,ZIC3
RBM14-RBM4,RBM14-RBM4,RBM14-RBM4
MGAT3-AS1,MGAT3-AS1,MGAT3-AS1
RNF146,RNF146,RNF146
ZFP36L2,ZFP36L2,ZFP36L2
GUK1,GUK1,GUK1
MREG,MREG,MREG
C1R,C1R,C1R
LRP3,LRP3,LRP3
TUBB2A,TUBB2A,TUBB2A
KSR2,KSR2,CNKSR2
KSR2,KSR2,KSR2
CMTM7,CMTM7,CMTM7
MYLIP,MYLIP,MYLIP
ARMC2-AS1,ARMC2-AS1,ARMC2-AS1
ARMC2-AS1,ARMC2-AS1,ARMC2-AS1
ARSD,ARSD,ARSD
CTPS2,CTPS2,CTPS2
COASY,COASY,COASY
NCAM1,NCAM1,NCAM1
EPB41L5,EPB41L5,EPB41L5
OR10D3,OR10D3,OR10D3
OVCH1-AS1,OVCH1-AS1,OVCH1-AS1
OVCH1-AS1,OVCH1-AS1,OVCH1-AS1
PRPF4B,PRPF4B,PRP4K
CRYGD,CRYGD,CRYGD
NHSL1,NHSL1,NHSL1
CEACAM7,CEACAM7,CEACAM7
TNK1,TNK1,TNK1
SCUBE3,SCUBE3,SCUBE3
SPSB4,SPSB4,SPSB4
ZNF589,ZNF589,ZNF589
MIR885,MIR885,MIR885
ZBTB44,ZBTB44,ZBTB44
NDUFAF3,NDUFAF3,NDUFAF3
ACTR2,ACTR2,ACTR2
NDRG3,NDRG3,NDRG3
COLCA1,COLCA1,COLCA1
PRKCE,PRKCE,PRKCE
SCGB1A1,SCGB1A1,SCGB1A1
TRAF2,TRAF2,TANK
TRAF2,TRAF2,TRAF2
FAM83H-AS1,FAM83H-AS1,IQANK1
NPVF,NPVF,NPVF
APOH,APOH,APOH
SIGLEC1,SIGLEC1,SIGLEC1
MGAT4D,MGAT4D,MGAT4D
C2orf92,C2orf92,C2orf92
LOC100132249,LOC100132249,LOC100132249
RASSF3,RASSF3,RASSF5
RASSF3,RASSF3,RASSF3
UBXN10,UBXN10,UBXN10
DLG2,DLG2,MPP2
DLG2,DLG2,DLG2
FTCD,FTCD,FTCD
LOC112543491,LOC112543491,LOC112543491
LINC01030,LINC01030,LINC01030
LINC01030,LINC01030,LINC01030
NUMA1,NUMA1,NUMA1
KCNJ8,KCNJ8,KCNJ8
DEFB127,DEFB127,DEFB127
ZNF782,ZNF782,ZNF782
RETREG3,RETREG3,RETREG3
CYP11A1,CYP11A1,CYP11A1
MIR663B,MIR663B,MIR663B
S100A13,S100A13,S100A13
CNGA2,CNGA2,CNGA2
LINC00461,LINC00461,MIR9-2HG
STK3,STK3,STK24
STK3,STK3,STK3
FATE1,FATE1,FATE1
NUDC,NUDC,NUDC
SNX29P2,SNX29P2,SNX29P2
SNX29P2,SNX29P2,SNX29P2
TCN2,TCN2,TCN2
TNFAIP8L3,TNFAIP8L3,TNFAIP8L3
MIR4795,MIR4795,MIR4795
BSX,BSX,BSX
DLG3,DLG3,MPP3
DLG3,DLG3,DLG3
YOD1,YOD1,YOD1
SORT1,SORT1,SORT1
ARMH1,ARMH1,ARMH1
GDI1,GDI1,GDI1
SDC3,SDC3,SDC3
PTK2,PTK2,PTK2
MIR409,MIR409,MIR409
PPP3R1,PPP3R1,PPP3R1
C1orf43,C1orf43,LTAP1
GMEB1,GMEB1,GMEB1
BUB3,BUB3,BUB3
HERC2P10,HERC2P10,HERC2P10
HERC2P10,HERC2P10,HERC2P10
MYCN,MYCN,MYCN
RASGRF2,RASGRF2,RASGRF2
XKR6,XKR6,XKR6
NFE2L2,NFE2L2,NFE2L2
GRID2,GRID2,GRID2
GFY,GFY,GFY
PCDH18,PCDH18,PCDH18
ARPC4-TTLL3,ARPC4-TTLL3,ARPC4-TTLL3
SOD3,SOD3,SOD3
FCRL5,FCRL5,FCRL5
PNMA3,PNMA3,PNMA3
MTHFD1L,MTHFD1L,MTHFD1L
MGAT4A,MGAT4A,MGAT4A
SLC44A1,SLC44A1,SLC44A1
ERCC8,ERCC8,ERCC8
MMP25,MMP25,MMP28
MMP25,MMP25,MMP24
MMP25,MMP25,MMP25
LOC100192426,LOC100192426,LOC100192426
ARSA,ARSA,ARSA
LITAF,LITAF,LITAF
EIF3J,EIF3J,EIF3J
GHRH,GHRH,GHRH
GDF11,GDF11,GDF11
RHOG,RHOG,RHOG
ODF4,ODF4,ODF4
TNNT3,TNNT3,TNNT3
OR10J4,OR10J4,OR10J4
METTL9,METTL9,METTL9
GDPD4,GDPD4,GDPD4
SGPL1,SGPL1,SGPL1
SAR1A,SAR1A,SAR1A
GTSF1L,GTSF1L,GTSF1L
ICAM2,ICAM2,ICAM2
UCKL1,UCKL1,UCKL1
TNFSF13B,TNFSF13B,TNFSF13B
DEFA8P,DEFA8P,DEFA8P
ZNF442,ZNF442,ZNF442
SLC9C2,SLC9C2,SLC9C2
EGF,EGF,EGF
CDC16,CDC16,CDC16
RBL1,RBL1,RBL1
UACA,UACA,UACA
ANGPTL2,ANGPTL2,ANGPTL2
SNORA59A,SNORA59A,SNORA59A
PAM16,PAM16,PAM16
TMOD1,TMOD1,TMOD1
CCDC153,CCDC153,DRC12
ZNF17,ZNF17,ZNF17
PPME1,PPME1,PPME1
SNORD139,SNORD139,SNORD139
NIBAN3,NIBAN3,NIBAN3
BFSP1,BFSP1,BFSP1
ARMT1,ARMT1,DCPH1
CCDC148,CCDC148,CCDC148
KCNJ10,KCNJ10,KCNJ10
SNHG18,SNHG18,SNHG18
EYS,EYS,EYS
POPDC3,POPDC3,POPDC3
RPL8,RPL8,RPL8
SDK1,SDK1,SDK1
MIR6893,MIR6893,MIR6893
TMEM30A,TMEM30A,TMEM30A
PRPF40A,PRPF40A,PRPF40A
PARVG,PARVG,PARVG
UBE2C,UBE2C,UBE2C
SAMD11,SAMD11,SAMD11
RPS6KA2,RPS6KA2,RPS6KA2
C11orf94,C11orf94,FREY1
VPS52,VPS52,VPS52
LRFN4,LRFN4,LRFN4
MIRLET7A2,MIRLET7A2,MIRLET7A2
BAIAP2L2,BAIAP2L2,BAIAP2L2
PACRG-AS1,PACRG-AS1,PACRG-AS1
PELI2,PELI2,PELI2
MYO10,MYO10,MYO10
ARSF,ARSF,ARSF
COX8C,COX8C,COX8C
CACNA2D4,CACNA2D4,CACNA2D4
LEXM,LEXM,CIMAP2
KLHL40,KLHL40,KLHL40
C16orf87,C16orf87,C16orf87
SCARA5,SCARA5,SCARA5
SLC34A2,SLC34A2,SLC34A2
AP3S1,AP3S1,AP3S1
TPH1,TPH1,TPH1
GPR137B,GPR137B,GPR137B
TSNARE1,TSNARE1,TSNARE1
SIX2,SIX2,SIX2
TNNI3,TNNI3,TNNI3
PAK4,PAK4,PAK4
C12orf71,C12orf71,C12orf71
TMLHE,TMLHE,TMLHE
IFT80,IFT80,IFT80
COG4,COG4,COG4
FAM168B,FAM168B,FAM168B
DUSP1,DUSP1,DUSP12
DUSP1,DUSP1,DUSP1
PLEKHA1,PLEKHA1,PLEKHA1
UTS2B,UTS2B,UTS2B
TECRL,TECRL,TECRL
ENC1,ENC1,ENC1
NDUFA13,NDUFA13,NDUFA13
RGS7BP,RGS7BP,RGS7BP
QDPR,QDPR,QDPR
ADCK2,ADCK2,ADCK2
ALKBH1,ALKBH1,ALKBH1
RPS29,RPS29,RPS29
RESP18,RESP18,RESP18
TGM6,TGM6,TGM5
TGM6,TGM6,TGM6
ASCL2,ASCL2,ASCL2
NCOR1,NCOR1,NCOR1
KNDC1,KNDC1,KNDC1
PIH1D3,PIH1D3,DNAAF6
PRH1,PRH1,PRH1-PRR4
PRH1,PRH1,PRH1
LOC643327,LOC643327,LOC643327
SGSM1,SGSM1,SGSM1
MIR6840,MIR6840,MIR6840
LINC02595,LINC02595,LINC02595
LINC02595,LINC02595,MIR222HG
MIR3123,MIR3123,MIR3123
MIR614,MIR614,MIR614
NDRG2,NDRG2,NDRG2
UBE2D4,UBE2D4,UBE2D4
NUF2,NUF2,NUF2
OTOG,OTOG,OTOG
GJD2,GJD2,GJD2
UPF3A,UPF3A,UPF3A
COG3,COG3,COG3
PEX13,PEX13,PEX13
ATP2B3,ATP2B3,ATP2B3
LOC105370802,LOC105370802,LOC105370802
MOB1A,MOB1A,MOB1A
HLTF,HLTF,HLTF
HDAC10,HDAC10,HDAC10
GH2,GH2,GH2
MIR7-3,MIR7-3,MIR7-3
ACYP1,ACYP1,ACYP1
SLC22A8,SLC22A8,SLC22A8
LINC01819,LINC01819,LINC01819
H2BC15,H2BC15,H2BC15
C20orf144,C20orf144,C20orf144
HHLA1,HHLA1,HHLA1
CTAGE7P,CTAGE7P,CTAGE7P
SLC16A6,SLC16A6,SLC16A6
TMTC1,TMTC1,TMTC1
CD274,CD274,CD274
MAD2L1BP,MAD2L1BP,MAD2L1BP
RPL14,RPL14,RPL14
IL6ST,IL6ST,IL6ST
SYT7,SYT7,SYT7
RASL11A,RASL11A,RASL11A
PICALM,PICALM,PICALM
BTG4,BTG4,BTG4
C8orf37,C8orf37,CFAP418
LINC00106,LINC00106,LINC00106
SMURF1,SMURF1,SMURF1
LOC105373553,LOC105373553,LOC105373553
CCDC175,CCDC175,CCDC175
LRRC8A,LRRC8A,LRRC8A
KLHL35,KLHL35,ENC1
KLHL35,KLHL35,KLHL35
NAT14,NAT14,NAT14
KLHL24,KLHL24,KLHL24
NR0B2,NR0B2,NR0B2
ERLIN1,ERLIN1,ERLIN1
KCTD7,KCTD7,KCTD7
TMEM185A,TMEM185A,TMEM185A
ASPDH,ASPDH,ASPDH
SLC49A4,SLC49A4,SLC49A4
CXCL2,CXCL2,CXCL2
PACC1,PACC1,PACC1
DRD2,DRD2,DRD2
FREM1,FREM1,FREM1
LOC101927588,LOC101927588,LOC101927588
RGS9BP,RGS9BP,RGS9BP
FSCN2,FSCN2,FSCN2
CLEC2A,CLEC2A,CLEC2A
TTC23L,TTC23L,TTC23L
ATG13,ATG13,ATG13
SH3D21,SH3D21,SH3D21
ZNF287,ZNF287,ZNF287
FAM20C,FAM20C,FAM20C
EFNA4,EFNA4,EFNA4
ZDHHC13,ZDHHC13,ZDHHC13
PTGER4P2-CDK2AP2P2,PTGER4P2-CDK2AP2P2,PTGER4P2-CDK2AP2P2
RYR1,RYR1,RYR1
POLR1D,POLR1D,POLR1D
ARSH,ARSH,ARSH
PIWIL2,PIWIL2,PIWIL2
HSPD1,HSPD1,HSPD1
PRSS30P,PRSS30P,PRSS30P
PRSS30P,PRSS30P,PRSS30P
PRSS30P,PRSS30P,PRSS30P
LINC00864,LINC00864,FAM245A
HERC4,HERC4,HERC4
NAT10,NAT10,NAT10
SYNCRIP,SYNCRIP,SYNCRIP
CCDC93,CCDC93,CCDC93
RNF217,RNF217,RNF217
MIR5692A2,MIR5692A2,MIR5692A2
ATP13A2,ATP13A2,ATP13A2
PHB1,PHB1,PHB1
CD31,CD31,PECAM1
PPP2R5A,PPP2R5A,PPP2R5A
POLR2E,POLR2E,POLR2E
PDSS1,PDSS1,PDSS1
TTC39C,TTC39C,TTC39C
GMPPB,GMPPB,GMPPB
ZNF570,ZNF570,ZNF570
ACCSL,ACCSL,ACCSL
CEBPB,CEBPB,CEBPB
HOXD13,HOXD13,HOXD13
FGF10-AS1,FGF10-AS1,FGF10-AS1
DSCR9,DSCR9,DSCR9
SEZ6L2,SEZ6L2,SEZ6L2
GBA2,GBA2,GBA2
PPFIA2,PPFIA2,PPFIA2
TMEM213,TMEM213,TMEM213
FBLN5,FBLN5,FBLN5
DUXA,DUXA,DUXA
KRTAP19-6,KRTAP19-6,KRTAP19-6
GABRA4,GABRA4,GABRA4
LINC02771,LINC02771,LINC02771
IL23R,IL23R,IL23R
DIDO1,DIDO1,DIDO1
IKZF3,IKZF3,IKZF3
ZNF662,ZNF662,ZNF662
LINC01428,LINC01428,LINC01428
SPATA17,SPATA17,SPATA17
NPIPA1,NPIPA1,NPIPA1
NPIPA1,NPIPA1,NPIPA2
KIF27,KIF27,KIF27
THAP7-AS1,THAP7-AS1,THAP7-AS1
THAP7-AS1,THAP7-AS1,THAP7-AS1
COL6A3,COL6A3,COL6A3
GSDME,GSDME,GSDME
CDC42EP4,CDC42EP4,CDC42EP4
DNAJC8,DNAJC8,DNAJC8
ZNF569,ZNF569,ZNF569
MIR3122,MIR3122,MIR3122
MIR2053,MIR2053,MIR2053
IRX2,IRX2,IRX2
LINC01559,LINC01559,LINC01559
C9,C9,AKR1C1
C9,C9,C9
CLEC12A,CLEC12A,CLEC12A
TCF25,TCF25,TCF25
CCDC167,CCDC167,CCDC167
NXPE3,NXPE3,NXPE3
RPS6KC1,RPS6KC1,RPS6KC1
IGSF8,IGSF8,IGSF8
DUSP10,DUSP10,DUSP10
LINC01317,LINC01317,LINC01317
ACACB,ACACB,ACACB
SUSD5,SUSD5,SUSD5
COL18A1-AS1,COL18A1-AS1,COL18A1-AS1
POLR3C,POLR3C,POLR3C
BLID,BLID,BLID
PHF21A,PHF21A,PHF21A
DOCK2,DOCK2,DOCK2
MKX-AS1,MKX-AS1,MKX-AS1
MKX-AS1,MKX-AS1,MKX-AS1
SLC39A10,SLC39A10,SLC39A10
RADIL,RADIL,RADIL
MAB21L4,MAB21L4,MAB21L4
HAR1A,HAR1A,HAR1A
HAR1A,HAR1A,HAR1A
CLEC4GP1,CLEC4GP1,CLEC4GP1
CLEC4GP1,CLEC4GP1,CLEC4GP1
RIPK3,RIPK3,RIPK3
ZNF704,ZNF704,ZNF704
CTSH,CTSH,CTSH
GPC2,GPC2,GPC2
TMEM231,TMEM231,TMEM231
LINC01622,LINC01622,LINC01622
MIR590,MIR590,MIR590
ZC3H12A,ZC3H12A,ZC3H12A
BATF3,BATF3,BATF3
KRIT1,KRIT1,KRIT1
CAV3,CAV3,CAV3
PALD1,PALD1,PALD1
LOC254896,LOC254896,LOC254896
TOP2B,TOP2B,TOP2B
MBTD1,MBTD1,MBTD1
RBL2,RBL2,RBL2
MEGF11,MEGF11,MEGF11
SLC7A10,SLC7A10,SLC7A10
SPATA22,SPATA22,SPATA22
FBXO25,FBXO25,FBXO25
C1QC,C1QC,C1QC
SCGB3A1,SCGB3A1,SCGB3A1
NHS-AS1,NHS-AS1,NHS-AS1
CA9,CA9,CA9
FAM155B,FAM155B,NALF2
OR2G3,OR2G3,OR2G3
FRMPD1,FRMPD1,FRMPD1
LRRN2,LRRN2,LRRN2
PDS5B,PDS5B,PDS5B
TCP11L2,TCP11L2,TCP11L2
SRRM4,SRRM4,SRRM4
VIPAS39,VIPAS39,VIPAS39
ACOT4,ACOT4,ACOT4
DTX1,DTX1,DTX1
SREK1IP1,SREK1IP1,SREK1IP1
HMGA2,HMGA2,HMGA2
KIF15,KIF15,KIF15
LINC01624,LINC01624,LINC01624
LINC01624,LINC01624,LINC01624
LINC01624,LINC01624,LINC01624
BNC2,BNC2,BNC2
ASTN1,ASTN1,ASTN1
BMPR1B-DT,BMPR1B-DT,BMPR1B-DT
BMPR1B-DT,BMPR1B-DT,BMPR1B-DT
CCDC14,CCDC14,CCDC14
MAPRE1,MAPRE1,MAPRE1
VCX,VCX,VCX
AKT3,AKT3,AKT3
MUC17,MUC17,MUC17
HPN,HPN,HPN
LINC01239,LINC01239,LINC01239
CCL16,CCL16,CCL16
ADAMTS8,ADAMTS8,ADAMTS8
RCSD1,RCSD1,RCSD1
GRTP1,GRTP1,GRTP1
GSG1L,GSG1L,GSG1L
KCNK15,KCNK15,KCNK15
MPP2,MPP2,FOXM1
MPP2,MPP2,MPP2
SEC16B,SEC16B,SEC16B
SUN3,SUN3,SUN3
NXT2,NXT2,NXT2
PUS10,PUS10,PUS10
ZNF252P-AS1,ZNF252P-AS1,ZNF252P-AS1
DNMT1,DNMT1,DNMT1
NOX4,NOX4,NOX4
CYP4F22,CYP4F22,CYP4F22
LPL,LPL,LPL
LPL,LPL,LCP1
LOC375196,LOC375196,LOC375196
EIF4E2,EIF4E2,EIF4E2
TMEM187,TMEM187,TMEM187
SCCPDH,SCCPDH,SCCPDH
TAS2R50,TAS2R50,TAS2R50
MACROD2-IT1,MACROD2-IT1,MACROD2-IT1
FBXL4,FBXL4,FBXL4
HNRNPH1,HNRNPH1,HNRNPH1
RCE1,RCE1,RCE1
PANK2,PANK2,PANK2
SIAH3,SIAH3,SIAH3
SCARB2,SCARB2,SCARB2
TGM2,TGM2,TGM2
IFNA10,IFNA10,IFNA10
GYS2,GYS2,GYS2
EVI1,EVI1,MECOM
LINC00184,LINC00184,LINC00184
GRM2,GRM2,GRM2
MIR555,MIR555,MIR555
FAH,FAH,FANCA
FAH,FAH,FAH
RSBN1,RSBN1,RSBN1
SP4,SP4,SP4
AP1S2,AP1S2,AP1S2
REEP1,REEP1,REEP1
LINC01007,LINC01007,LINC01007
TRAPPC9,TRAPPC9,TRAPPC9
MIR101-2,MIR101-2,MIR101-2
SCRN3,SCRN3,SCRN3
MIR6068,MIR6068,MIR6068
PAN2,PAN2,RDH14
PAN2,PAN2,NLRP4
PAN2,PAN2,PAN2
YRDC,YRDC,YRDC
CLEC4F,CLEC4F,CLEC4F
UGGT2,UGGT2,UGGT2
MT1HL1,MT1HL1,MT1HL1
CFAP69,CFAP69,CFAP69
PRMT1,PRMT1,PRMT1
ZNF804B,ZNF804B,ZNF804B
CETN1,CETN1,CETN1
OR11L1,OR11L1,OR11L1
MOXD1,MOXD1,MOXD1
EBAG9,EBAG9,EBAG9
TMEM220-AS1,TMEM220-AS1,TMEM220-AS1
RPS20,RPS20,RPS20
RFX4,RFX4,RFX4
CDK2AP1,CDK2AP1,CDK2AP1
LINC01116,LINC01116,LINC01116
ZNF792,ZNF792,ZNF792
LRRC8D,LRRC8D,LRRC8D
OTUD7B,OTUD7B,OTUD7B
FGF2,FGF2,FGF13
FGF2,FGF2,FGF2
SAT1,SAT1,SLC26A1
SAT1,SAT1,SLC38A1
SAT1,SAT1,SAT1
CLPX,CLPX,CLPX
AMER2,AMER2,AMER2
ACSF2,ACSF2,ACSF2
LINC02055,LINC02055,LINC02055
RRAS,RRAS,RRAS
TMEM97,TMEM97,TMEM97
CASP3,CASP3,CASP3
ZNF573,ZNF573,ZNF573
KRT84,KRT84,KRT84
NAAA,NAAA,NAAA
CCDC126,CCDC126,CCDC126
TST,TST,TSTD1
TST,TST,TST
ARHGEF17,ARHGEF17,ARHGEF17
ZIM2,ZIM2,ZIM2
RABL2A,RABL2A,RABL2A
S100A9,S100A9,S100A9
PIP5K1P1,PIP5K1P1,PIP5K1P1
PIP5K1P1,PIP5K1P1,PIP5K1P1
SPPL3,SPPL3,SPPL3
CRYBG2,CRYBG2,CRYBG2
AK2,AK2,AK2
RRP7A,RRP7A,RRP7A
ZBTB16,ZBTB16,ZBTB16
MAP4K2,MAP4K2,MAP4K2
DUS2,DUS2,DUS2
GABRB2,GABRB2,GABRB2
CLIP3,CLIP3,CLIP3
SLITRK3,SLITRK3,SLITRK3
ALDH3B2,ALDH3B2,ALDH3B2
SLCO2B1,SLCO2B1,SLCO2B1
PITPNM1,PITPNM1,PITPNM1
NDUFS6,NDUFS6,NDUFS6
ATP5MK,ATP5MK,ATP5MK
GBP6,GBP6,GBP6
MIR4254,MIR4254,MIR4254
SLC25A40,SLC25A40,SLC25A40
RASAL1,RASAL1,RASAL1
MIR105-2,MIR105-2,MIR105-2
KDM2B,KDM2B,KDM2B
CCDC92B,CCDC92B,CCDC92B
VWF,VWF,VWF
LINC01740,LINC01740,LINC01740
LINC01740,LINC01740,LINC01740
SYNGR3,SYNGR3,SYNGR3
CHD3,CHD3,CHD3
DENR,DENR,DENR
UEVLD,UEVLD,UEVLD
CDNF,CDNF,CDNF
TMCC1,TMCC1,TMCC1
RAMP2-AS1,RAMP2-AS1,RAMP2-AS1
SPATA19,SPATA19,SPATA19
TRABD2A,TRABD2A,TRABD2A
FAM241B,FAM241B,FAM241B
LRRK2,LRRK2,LRRK2
S100G,S100G,S100G
LINC01653,LINC01653,LINC01653
LINC01582,LINC01582,LINC01582
HNRNPH3,HNRNPH3,HNRNPH3
RWDD3,RWDD3,RWDD3
BAIAP2L1,BAIAP2L1,BAIAP2L1
ATP6V0A4,ATP6V0A4,ATP6V0A4
MCC,MCC,MCC
IRGM,IRGM,IRGM
POLD4,POLD4,POLD4
RTP2,RTP2,RTP2
LDOC1,LDOC1,LDOC1
PRND,PRND,PRND
PABPN1L,PABPN1L,PABPN1L
GIPC2,GIPC2,GIPC2
APLP2,APLP2,APLP2
LINC01351,LINC01351,BRINP3-DT
SNTB2,SNTB2,SNTB2
RFC3,RFC3,RFC3
PARD6G-AS1,PARD6G-AS1,PARD6G-AS1
RALA,RALA,RALA
TMEM220,TMEM220,TMEM220
C22orf39,C22orf39,C22orf39
C1orf87,C1orf87,C1orf87
HCG4B,HCG4B,HCG4B
HCG4B,HCG4B,HCG4B
HCG4B,HCG4B,HCG4B
HCG4B,HCG4B,HCG4B
HCG4B,HCG4B,HCG4B
HCG4B,HCG4B,HCG4B
HCG4B,HCG4B,HCG4B
HCG4B,HCG4B,HCG4B
PDE9A,PDE9A,PDE9A
FAM214A,FAM214A,ATOSA
DIP2C,DIP2C,DIP2C
GBGT1,GBGT1,GBGT1
UTP20,UTP20,UTP20
CEP112,CEP112,CEP112
ZNF670,ZNF670,ZNF670
ODF3L2,ODF3L2,CIMAP1D
CWC27,CWC27,CWC27
ST7L,ST7L,ST7L
PSMC5,PSMC5,PSMC5
TYSND1,TYSND1,TYSND1
POMZP3,POMZP3,POMZP3
MTERF2,MTERF2,MTERF2
SLC46A2,SLC46A2,SLC46A2
SPATA3-AS1,SPATA3-AS1,SPATA3-AS1
GTF2I,GTF2I,GTF2I
GTF2I,GTF2I,GTF2IP4
KIFC2,KIFC2,KIFC2
VPS36,VPS36,VPS36
ADAM12,ADAM12,ADAM12
ARMC7,ARMC7,ARMC7
RFX3,RFX3,RFX3
HOATZ,HOATZ,HOATZ
MIR4475,MIR4475,MIR4475
FAXC,FAXC,FAXC
CACNA1C-IT3,CACNA1C-IT3,CACNA1C-IT3
CACNA1C-IT3,CACNA1C-IT3,CACNA1C-IT3
CACNA1C-IT3,CACNA1C-IT3,CACNA1C-IT3
PMS2P3,PMS2P3,PMS2P3
PMS2P3,PMS2P3,PMS2P3
SNU13,SNU13,SNU13
TMEM229A,TMEM229A,TMEM229A
ARHGEF18,ARHGEF18,ARHGEF18
EPC1,EPC1,EPC1
PTOV1-AS1,PTOV1-AS1,PTOV1-AS1
PLCB1-IT1,PLCB1-IT1,PLCB1-IT1
KIAA1549L,KIAA1549L,KIAA1549L
CCT8L2,CCT8L2,CCT8L2
PIANP,PIANP,PIANP
TRRAP,TRRAP,TRRAP
ATP6V0A1,ATP6V0A1,ATP6V0A1
VAX1,VAX1,VAX1
FA2H,FA2H,FA2H
LAMP5-AS1,LAMP5-AS1,LAMP5-AS1
PDX1,PDX1,PDHX
PDX1,PDX1,PDX1
PRB4,PRB4,PRB4
COX7C,COX7C,COX7C
MARCH1,MARCH1,MARCHF1
LINC00629,LINC00629,LINC00629
BACE1,BACE1,BACE1
MAPRE3,MAPRE3,MAPRE3
SLC39A8,SLC39A8,SLC39A8
SYNRG,SYNRG,SYNRG
GFRA2,GFRA2,GFRA2
TMEM59,TMEM59,TMEM59
TRIP4,TRIP4,TRIP4
AFG3L1P,AFG3L1P,AFG3L1P
AFG3L1P,AFG3L1P,AFG3L1P
HEATR5A,HEATR5A,HEATR5A
STPG3-AS1,STPG3-AS1,STPG3-AS1
MROH9,MROH9,MROH9
STPG1,STPG1,STPG1
TMEM165,TMEM165,TMEM165
SMPDL3A,SMPDL3A,SMPDL3A
SNORA8,SNORA8,SNORA8
HIBCH,HIBCH,HIBCH
MYF6,MYF6,MYF6
CLIP2,CLIP2,CLIP2
MCEMP1,MCEMP1,MCEMP1
PLB1,PLB1,PLB1
TLCD4,TLCD4,TLCD4
ABHD16B,ABHD16B,ABHD16B
