,pri_gene,symbol
PTTG1IP,PTTG1IP,PTTG1IP
CEP41,CEP41,CEP41
CREB3L2,CREB3L2,CREB3L2
CHD1,CHD1,CHD1
MINDY2,MINDY2,MINDY2
SAMD14,SAMD14,SAMD14
MBOAT4,MBOAT4,MBOAT4
GCGR,GCGR,GCGR
ZDHHC5,ZDHHC5,ZDHHC5
GPR27,GPR27,GPR27
DMRTA2,DMRTA2,DMRTA2
GALNT6,GALNT6,GALNT6
KRTAP5-2,KRTAP5-2,KRTAP5-8
KRTAP5-2,KRTAP5-2,KRTAP5-2
CBX4,CBX4,CBX4
RASA3,RASA3,RASA3
GAS7,GAS7,KMT2A
GAS7,GAS7,GAS7
MOGAT1,MOGAT1,MOGAT1
C2orf72,C2orf72,C2orf72
LHFPL4,LHFPL4,LHFPL3
LHFPL4,LHFPL4,LHFPL4
TARM1,TARM1,TARM1
HABP4,HABP4,HABP4
MS4A4A,MS4A4A,MS4A4A
TAF7,TAF7,TAF7
CDKN2AIP,CDKN2AIP,CDKN2AIP
CYP27B1,CYP27B1,CYP27B1
LOC105370586,LOC105370586,LOC105370586
XPNPEP3,XPNPEP3,XPNPEP3
SHB,SHB,SHB
SOCS7,SOCS7,SOCS4
SOCS7,SOCS7,SOCS7
ZNF253,ZNF253,ZNF253
CNOT7,CNOT7,CNOT7
PRMT6,PRMT6,PRMT6
BEST3,BEST3,BEST3
CYB5B,CYB5B,CYB5B
SCN8A,SCN8A,SCN8A
ELOVL4,ELOVL4,ELOVL4
GRK7,GRK7,GRK7
REPIN1,REPIN1,REPIN1
RASGRF1,RASGRF1,RASGRF1
MBD4,MBD4,MBD4
SECISBP2L,SECISBP2L,SECISBP2L
NOL6,NOL6,NOL6
TAB2,TAB2,TAB2
NFYB,NFYB,NFYB
CHEK2P2,CHEK2P2,CHEK2P2
CHEK2P2,CHEK2P2,CHEK2P2
NUS1,NUS1,NUS1
NUS1,NUS1,NUS1P3
NAA40,NAA40,NAA40
LOXL1,LOXL1,LOXL1
AJM1,AJM1,AJM1
TAS2R46,TAS2R46,TAS2R46
ENHO,ENHO,ENHO
CNPY4,CNPY4,CNPY4
INKA2,INKA2,INKA2
ZNF345,ZNF345,ZNF345
CDK5RAP3,CDK5RAP3,CDK5RAP3
ECSIT,ECSIT,ECSIT
CAPN15,CAPN15,CAPN15
ZNF528,ZNF528,ZNF528
CXXC1,CXXC1,CXXC1
UGT3A2,UGT3A2,UGT3A2
HRK,HRK,HRK
PNPLA1,PNPLA1,PNPLA1
FOXP1-AS1,FOXP1-AS1,FOXP1-AS1
ZNRF3-AS1,ZNRF3-AS1,ZNRF3-AS1
OR2A5,OR2A5,OR2A5
CHRM4,CHRM4,CHRM4
CCR7,CCR7,CCR7
MCM3AP,MCM3AP,MCM3AP
EMX1,EMX1,EMX1
NICN1,NICN1,NICN1
BTBD10,BTBD10,BTBD10
INPP5A,INPP5A,INPP5A
RNF26,RNF26,RNF26
HRAS,HRAS,HRAS
DENND2B,DENND2B,DENND2B
LAMTOR5,LAMTOR5,LAMTOR5
NME8,NME8,NME8
PLA2G12B,PLA2G12B,PLA2G12B
MOGAT3,MOGAT3,MOGAT3
ZACN,ZACN,ZACN
TOP2A,TOP2A,TOP2A
MAP4,MAP4,MAP4
NKD2,NKD2,NKD2
RABGGTA,RABGGTA,RABGGTA
BTBD2,BTBD2,BTBD2
CIAO3,CIAO3,CIAO3
UPK3A,UPK3A,UPK3A
LINC002481,LINC002481,LINC02481
ZNF493,ZNF493,ZNF493
IFNGR2,IFNGR2,IFNGR2
IKZF1,IKZF1,IKZF1
ZNF688,ZNF688,ZNF785
ZNF688,ZNF688,ZNF688
MIR4421,MIR4421,MIR4421
BICC1,BICC1,BICC1
OSM,OSM,CCM2
OSM,OSM,OSM
HYPK,HYPK,SERF2-C15ORF63
HYPK,HYPK,HYPK
GCSAML-AS1,GCSAML-AS1,GCSAML-AS1
CHST14,CHST14,CHST14
AXIN1,AXIN1,AXIN1
TSPAN16,TSPAN16,TSPAN16
TRIAP1,TRIAP1,TRIAP1
CYLD,CYLD,CYLD
MIR6072,MIR6072,MIR6072
RPS11,RPS11,RPS11
EXOSC1,EXOSC1,EXOSC1
TRMT61A,TRMT61A,TRMT61A
MRPS34,MRPS34,MRPS34
GAS2L2,GAS2L2,GAS2L2
DMPK,DMPK,DMPK
TSFM,TSFM,TSFM
DIABLO,DIABLO,DIABLO
SLC38A1,SLC38A1,SLC38A1
PROK2,PROK2,PROK2
TRIM50,TRIM50,TRIM50
KLF14,KLF14,SP6
KLF14,KLF14,KLF14
IL6R,IL6R,IL6R
ADAT2,ADAT2,ADAT2
EXO1,EXO1,EXO1
ARL6IP5,ARL6IP5,ARL6IP5
EIF3F,EIF3F,EIF3F
ZNF48,ZNF48,ZNF48
VTI1B,VTI1B,VTI1B
ARL6IP6,ARL6IP6,ARL6IP6
IL17B,IL17B,IL17B
DRD5,DRD5,DRD5
H2AC8,H2AC8,H2AC4
H2AC8,H2AC8,H2AC8
CHRM2,CHRM2,CHRM2
POGLUT2,POGLUT2,POGLUT2
ST3GAL5,ST3GAL5,ST3GAL5
SEC23IP,SEC23IP,SEC23IP
FGL2,FGL2,FGL2
SNX27,SNX27,SNX27
ZNF333,ZNF333,ZNF333
TCF7,TCF7,TCF7
ZNF829,ZNF829,ZNF829
MIR4658,MIR4658,MIR4658
CRTC2,CRTC2,CRTC2
FRA10AC1,FRA10AC1,FRA10AC1
MIR6878,MIR6878,MIR6878
SFN,SFN,REXO2
SFN,SFN,SFN
KCNC2,KCNC2,KCNC2
MOK,MOK,MOK
SVBP,SVBP,SVBP
RNF114,RNF114,RNF114
EIF4G1,EIF4G1,EIF4G1
ING5,ING5,ING5
PPP1R21,PPP1R21,PPP1R21
TCAP,TCAP,TCAP
TAS2R41,TAS2R41,TAS2R41
BORCS7,BORCS7,BORCS7
RPLP1,RPLP1,RPLP1
ATP5MC2,ATP5MC2,ATP5MC2
CEP192,CEP192,CEP192
PDIA6,PDIA6,PDIA6
ZNF695,ZNF695,ZNF695
NIPAL1,NIPAL1,NIPAL1
MIR4432HG,MIR4432HG,MIR4432HG
ZBTB17,ZBTB17,ZBTB17
NAA50,NAA50,NAA50
DAAM2,DAAM2,DAAM2
RAB3GAP1,RAB3GAP1,RAB3GAP1
SLC39A6,SLC39A6,SLC39A6
PCDHGB7,PCDHGB7,PCDHGB7
NAGS,NAGS,NAGS
HSPA12A,HSPA12A,HSPA12A
FAM214B,FAM214B,ATOSB
BARX1,BARX1,BARX1
MAJIN,MAJIN,MAJIN
TKTL1,TKTL1,TKTL1
DCLRE1B,DCLRE1B,DCLRE1B
MAP3K10,MAP3K10,MAP3K10
PHC1,PHC1,PHC1
INPPL1,INPPL1,INPPL1
ADAMTS13,ADAMTS13,ADAMTS13
DCP2,DCP2,DCP2
AJAP1,AJAP1,AJAP1
TACC3,TACC3,TACC3
TSC1,TSC1,TSC1
NAB2,NAB2,NAB2
TRMT61B,TRMT61B,TRMT61B
CCL24,CCL24,CCL24
AQP2,AQP2,AQP2
GRK1,GRK1,GRK1
PAXX,PAXX,PAXX
ZFAND5,ZFAND5,ZFAND5
ADM5,ADM5,ADM5
RCC2,RCC2,RCC2
LHX6,LHX6,LHX6
PCID2,PCID2,PCID2
SLC39A13,SLC39A13,SLC39A13
TSKS,TSKS,TSKS
PKHD1,PKHD1,PKHD1
UBQLN3,UBQLN3,UBQLN3
HMCN2,HMCN2,HMCN2
SEZ6L,SEZ6L,SEZ6L
UBE2S,UBE2S,UBE2S
PLEKHG6,PLEKHG6,PLEKHG6
APBA2,APBA2,APBA2
STK31,STK31,STK31
FOXA2,FOXA2,FOXA2
PHF7,PHF7,PHF7
FADD,FADD,FADD
TRAPPC2L,TRAPPC2L,TRAPPC2L
ITGB3,ITGB3,ITGB3
ZSWIM8,ZSWIM8,ZSWIM8
SLC38A6,SLC38A6,SLC38A6
STX1B,STX1B,STX1B
METRNL,METRNL,METRNL
GIMAP1,GIMAP1,GIMAP1
ITGA7,ITGA7,ITGA7
LINC01503,LINC01503,LINC01503
MYO1B,MYO1B,MYO1B
PLK2,PLK2,PLK2
CHRNB1,CHRNB1,CHRNB1
AIFM2,AIFM2,AIFM2
WDR97,WDR97,WDR97
SLC35F4,SLC35F4,SLC35F4
TAF1,TAF1,TAF1
CLEC11A,CLEC11A,CLEC11A
DPY30,DPY30,DPY30
TRIM72,TRIM72,TRIM72
ZNF679,ZNF679,ZNF679
C16orf90,C16orf90,C16orf90
RNY3,RNY3,RNY3
PRPF31,PRPF31,PRPF31
ATG4B,ATG4B,ATG4B
MIR200CHG,MIR200CHG,MIR200CHG
MAML2,MAML2,CRTC1
MAML2,MAML2,MAML2
UBXN4,UBXN4,UBXN4
LINC02138,LINC02138,LINC02138
CRP,CRP,CSRP1
CRP,CRP,CRP
CRP,CRP,PPIAP10
SNRNP70,SNRNP70,SNRNP70
CCDC38,CCDC38,CCDC38
NELFCD,NELFCD,NELFCD
ZC3HAV1,ZC3HAV1,ZC3HAV1
PHF14,PHF14,PHF14
USP48,USP48,USP48
EPB41L4A,EPB41L4A,EPB41L4A
PTGER1,PTGER1,PTGER1
RRP8,RRP8,RRP8
SMARCA4,SMARCA4,SMARCA4
AMDHD2,AMDHD2,AMDHD2
GMPS,GMPS,GMPS
RPL31,RPL31,RPL31
MIR196B,MIR196B,MIR196B
WAS,WAS,WAS
RPP21,RPP21,RPP21
CLSTN1,CLSTN1,CLSTN1
MYT1L,MYT1L,MYT1L
C1orf109,C1orf109,AIRIM
GPIHBP1,GPIHBP1,GPIHBP1
DYNC2H1,DYNC2H1,DYNC2H1
MRI1,MRI1,MRI1
DRAP1,DRAP1,DRAP1
SFXN4,SFXN4,SFXN4
MTCO1,MTCO1,MT-CO1
MUC2,MUC2,MUC2
NFIC,NFIC,SMIM44
NFIC,NFIC,NFIC
WDR18,WDR18,WDR18
LRRC75B,LRRC75B,LRRC75B
ANKRD13B,ANKRD13B,ANKRD13B
HOXC4,HOXC4,HOXC4
TRIM17,TRIM17,TRIM17
MIRLET7BHG,MIRLET7BHG,MIRLET7BHG
KRT8P41,KRT8P41,KRT8P41
WFDC10B,WFDC10B,WFDC10B
MYC,MYC,MYC
SPAST,SPAST,SPAST
TFDP1,TFDP1,TFDP1
HTR1F,HTR1F,HTR1F
EIF2S3,EIF2S3,EIF2S3
KRT9,KRT9,KRT9
GTSE1,GTSE1,GTSE1
SLC25A13,SLC25A13,SLC25A13
NIPBL,NIPBL,NIPBL
AQP5,AQP5,AQP5
FCGR2B,FCGR2B,FCGR2B
C1orf74,C1orf74,C1orf74
LRRC14B,LRRC14B,LRRC14B
WTAP,WTAP,WTAP
GGNBP2,GGNBP2,GGNBP2
C19orf12,C19orf12,C19orf12
NEK9,NEK9,NEK9
SNAR-G1,SNAR-G1,SNAR-G1
ALPI,ALPI,ALPI
ALPI,ALPI,ALPP
SKA3,SKA3,SKA3
SPAG17,SPAG17,SPAG17
CAPRIN2,CAPRIN2,CAPRIN2
SOD1,SOD1,SOD1
GABRA2,GABRA2,GABRA2
CORO6,CORO6,CORO6
ZNF91,ZNF91,ZNF91
OR2A12,OR2A12,OR2A12
BTBD17,BTBD17,BTBD17
AKR1B1,AKR1B1,AKR1B1
SHISAL2A,SHISAL2A,SHISAL2A
NEUROD1,NEUROD1,NEUROD1
PITX3,PITX3,PITX3
MRPL36,MRPL36,MRPL36
MAGI1-AS1,MAGI1-AS1,MAGI1-AS1
SNORD121A,SNORD121A,SNORD121A
IFNK,IFNK,IFNK
DCST1,DCST1,DCST1
FAM83H,FAM83H,FAM83H
LENG9,LENG9,LENG9
SLC1A6,SLC1A6,SLC1A6
KDM7A,KDM7A,KDM7A
RNF13,RNF13,RNF13
ZSCAN30,ZSCAN30,ZNF446
ZSCAN30,ZSCAN30,ZSCAN30
CNOT6,CNOT6,CNOT6
NCCRP1,NCCRP1,NCCRP1
STRAP,STRAP,TTC5
STRAP,STRAP,SRFBP1
STRAP,STRAP,STRAP
LINC01300,LINC01300,LINC01300
G3BP1,G3BP1,G3BP1
SPATA21,SPATA21,SPATA21
LOC101928160,LOC101928160,LOC101928160
HERC2,HERC2,HERC2
TMEM14B,TMEM14B,TMEM14B
CEP57,CEP57,CEP57
LINC02417,LINC02417,LINC02417
LINC02417,LINC02417,LINC02417
LRRC7,LRRC7,LRRC7
MED28,MED28,MED28
P2RY14,P2RY14,P2RY14
PCDHB7,PCDHB7,PCDHB7
SLC17A8,SLC17A8,SLC17A8
FAM171B,FAM171B,FAM171B
LINC01629,LINC01629,LINC01629
DNMT3A,DNMT3A,DNMT3A
API5,API5,API5
TRPA1,TRPA1,TRPA1
SENP7,SENP7,SENP7
IPP,IPP,IPP
FGFBP3,FGFBP3,FGFBP3
DNAH2,DNAH2,DNAH2
ZNF783,ZNF783,ZNF783
MARCH11,MARCH11,MARCHF11
GDA,GDA,SLC25A16
GDA,GDA,PAEP
GDA,GDA,GDA
DIAPH2,DIAPH2,DIAPH2
CDH2,CDH2,CDH2
BBS5,BBS5,BBS5
ZNF7,ZNF7,ZNF7
ANK3,ANK3,ANK3
L3MBTL3,L3MBTL3,L3MBTL3
RANBP10,RANBP10,RANBP10
FAM171A2,FAM171A2,FAM171A2
ORAI3,ORAI3,ORAI3
GJB1,GJB1,GJB1
MBLAC1,MBLAC1,MBLAC1
ARID5B,ARID5B,ARID5B
PIP5KL1,PIP5KL1,PIP5KL1
GML,GML,GML
BTBD8,BTBD8,BTBD8
UGDH,UGDH,UGDH
CDC26,CDC26,CDC26
NAA16,NAA16,NAA16
PTP4A1,PTP4A1,PTP4A1
SHISA6,SHISA6,SHISA6
KRT73-AS1,KRT73-AS1,KRT73-AS1
SGO2,SGO2,SGO2
FANCB,FANCB,FANCB
ZDHHC18,ZDHHC18,ZDHHC18
ALYREF,ALYREF,ALYREF
BRK1,BRK1,BRK1
FURIN,FURIN,FURIN
ZC3H8,ZC3H8,ZC3H8
ITGB1BP2,ITGB1BP2,ITGB1BP2
PLPP7,PLPP7,PLPP7
BOK,BOK,BOK
TINF2,TINF2,TINF2
DCAF4L2,DCAF4L2,DCAF4L2
MED29,MED29,MED29
E2F4,E2F4,E2F4
DGKH,DGKH,DGKH
HTT,HTT,SLC6A4
HTT,HTT,HTT
RPL37,RPL37,RPL37
EFTUD2,EFTUD2,EFTUD2
RPAP3,RPAP3,RPAP3
NEK7,NEK7,NEK7
RPL13AP17,RPL13AP17,RPL13AP17
RPL13AP17,RPL13AP17,RPL13AP17
CCM2,CCM2,CCM2
ZFAND6,ZFAND6,ZFAND6
CFAP97D1,CFAP97D1,CFAP97D1
VEZT,VEZT,VEZT
ESRP2,ESRP2,ESRP2
SLC35B2,SLC35B2,SLC35B2
GLUD2,GLUD2,GLUD2
GLUD2,GLUD2,GRID2
DGCR6,DGCR6,DGCR6L
DGCR6,DGCR6,DGCR6
VAPA,VAPA,VAPA
ARHGEF11,ARHGEF11,ARHGEF11
EDEM2,EDEM2,EDEM2
CPSF6,CPSF6,CPSF6
KDM5C,KDM5C,KDM5C
SDHAF2,SDHAF2,SDHAF2
ATAT1,ATAT1,ATAT1
VAMP8,VAMP8,VAMP8
SPIRE2,SPIRE2,SPIRE2
GRK3,GRK3,GRK3
DUS4L-BCAP29,DUS4L-BCAP29,DUS4L-BCAP29
CCDC134,CCDC134,CCDC134
ADAM3B,ADAM3B,ADAM3B
LOC102723692,LOC102723692,LOC102723692
SUGP1,SUGP1,SUGP1
UNC93B1,UNC93B1,UNC93B1
SAP30BP,SAP30BP,SAP30BP
MIR876,MIR876,MIR876
FOXI2,FOXI2,FOXI2
DAB2IP,DAB2IP,DAB2IP
SLC6A19,SLC6A19,SLC6A19
DIMT1,DIMT1,DIMT1
ATP2A3,ATP2A3,ATP2A3
SYT11,SYT11,SYT12
SYT11,SYT11,SYT11
RNASE7,RNASE7,RNASE7
CEACAM8,CEACAM8,CEACAM8
PGBD4,PGBD4,PGBD4
MEAK7,MEAK7,MEAK7
SLC5A6,SLC5A6,SLC5A6
WDR38,WDR38,WDR38
BICD2,BICD2,BICD2
SNX16,SNX16,SNX16
TGFBR1,TGFBR1,TGFBR1
SRP14,SRP14,SRP14
MANSC1,MANSC1,MANSC1
TRIM28,TRIM28,TRIM28
CLEC14A,CLEC14A,CLEC14A
PELO,PELO,PELO
CYP2J2,CYP2J2,CYP2J2
LINC00852,LINC00852,LINC00852
ADAM30,ADAM30,ADAM30
HOXA7,HOXA7,HOXA7
CNOT1,CNOT1,CNOT1
FANCI,FANCI,FANCI
RBM42,RBM42,RBM42
MAP3K21,MAP3K21,MAP3K21
SDHD,SDHD,SDHD
BEX3,BEX3,BEX3
TJP1,TJP1,TJP1
LHX2,LHX2,LHX2
LHX5,LHX5,LHX5
BCL2L2,BCL2L2,BCL2L2
TMC3,TMC3,TMC3
POLI,POLI,POLI
VPS37D,VPS37D,VPS37D
HMX3,HMX3,HMX3
MIB1,MIB1,MIB1
LRRC38,LRRC38,LRRC38
AMBN,AMBN,AMBN
GHR,GHR,GHR
ELAPOR2,ELAPOR2,ELAPOR2
CEP55,CEP55,CEP55
TSR1,TSR1,TSR1
ASCL4,ASCL4,ASCL4
RPP38,RPP38,RPP38
GET4,GET4,GET4
P2RX5,P2RX5,P2RX5-TAX1BP3
P2RX5,P2RX5,P2RX5
EYA3,EYA3,EYA3
CSAG1,CSAG1,CSAG1
TMEM240,TMEM240,TMEM240
CRYGN,CRYGN,CRYGN
STRIP2,STRIP2,STRIP2
CNIH1,CNIH1,CNIH1
TMEM52,TMEM52,TMEM52
NGDN,NGDN,NGDN
SPRED2,SPRED2,SPRED2
COPS2,COPS2,COPS2
LOC105372179,LOC105372179,LOC105372179
MIR200C,MIR200C,MIR200C
MIR503,MIR503,MIR503
USP35,USP35,USP35
CDRT15,CDRT15,CDRT15
LOC101928622,LOC101928622,LOC101928622
GFRA1,GFRA1,GFRA1
ABRAXAS1,ABRAXAS1,ABRAXAS1
MYH11,MYH11,MYH11
DPRX,DPRX,DPRX
KCNJ16,KCNJ16,KCNJ16
MARCKS,MARCKS,MARCKS
ACTR10,ACTR10,ACTR10
CCL26,CCL26,CCL26
CDHR3,CDHR3,CDHR3
LINC00930,LINC00930,LINC00930
LINC00930,LINC00930,LINC00930
ZNF362,ZNF362,ZNF362
GSTTP2,GSTTP2,GSTTP2
GSTTP2,GSTTP2,GSTTP2
C14orf39,C14orf39,C14orf39
DENND5A,DENND5A,DENND5A
PPP1R2B,PPP1R2B,PPP1R2B
PSMD12,PSMD12,PSMD12
C3orf62,C3orf62,C3orf62
HLA-DRB5,HLA-DRB5,HLA-DRB5
HSDL2,HSDL2,HSDL2
CHCHD6,CHCHD6,CHCHD6
MIR200B,MIR200B,MIR200B
MCCD1,MCCD1,MCCD1
BMI1,BMI1,COMMD3-BMI1
BMI1,BMI1,BMI1
HOXC11,HOXC11,HOXC11
ENOX1,ENOX1,ENOX1
PLOD3,PLOD3,PLOD3
PDE3B,PDE3B,PDE3B
POGZ,POGZ,NPC1
POGZ,POGZ,POGZ
TMEM139,TMEM139,TMEM139
LYPLAL1,LYPLAL1,LYPLAL1
SHF,SHF,SHF
TMEM176B,TMEM176B,TMEM176B
GIMAP2,GIMAP2,GIMAP2
CRYBB3,CRYBB3,CRYBB3
CERS1,CERS1,GDF1
CERS1,CERS1,CERS1
ALX4,ALX4,ALX4
NUPR1,NUPR1,NUPR1
RLF,RLF,INSL3
RLF,RLF,RLF
SLC25A42,SLC25A42,SLC25A42
ICAM5,ICAM5,ICAM5
PXDC1,PXDC1,PXDC1
SLC22A18,SLC22A18,SLC67A1
XAGE2,XAGE2,XAGE2
S100P,S100P,S100P
PFAS,PFAS,PFAS
KRT6B,KRT6B,KRT6B
FANCL,FANCL,FANCL
TP73-AS1,TP73-AS1,GFOD3P
PFKP,PFKP,PFKP
IL16,IL16,IL16
HSD17B4,HSD17B4,HSD17B4
IL5,IL5,IL5
PTPRK,PTPRK,PTPRK
SEC63,SEC63,SEC63
WWC3,WWC3,WWC3
DMAC2,DMAC2,DMAC2
CD68,CD68,CD68
UCN2,UCN2,UTS2
UCN2,UCN2,UCN2
BGLAP,BGLAP,BGLAP
MIR4669,MIR4669,MIR4669
LOC613266,LOC613266,LOC613266
DUOX2,DUOX2,DUOX2
LEF1-AS1,LEF1-AS1,LEF1-AS1
CRAMP1,CRAMP1,CRAMP1
STEAP2,STEAP2,STEAP2
OAZ1,OAZ1,OAZ1
PPP1R14D,PPP1R14D,PPP1R14D
MGARP,MGARP,MGARP
SRPRA,SRPRA,SRPRA
ANKRD40,ANKRD40,ANKRD40
KCNJ9,KCNJ9,KCNJ9
JMJD8,JMJD8,JMJD8
GAD2,GAD2,GAD2
RPL22L1,RPL22L1,RPL22L1
AIFM3,AIFM3,AIFM3
HSPA7,HSPA7,HSPA7
POLR3E,POLR3E,POLR3E
LINC01198,LINC01198,LINC01198
POLQ,POLQ,POLK
POLQ,POLQ,POLQ
SSC4D,SSC4D,SSC4D
CCDC178,CCDC178,CCDC178
UBE2H,UBE2H,UBE2H
LINC00700,LINC00700,LINC00700
LINC00700,LINC00700,LINC00700
FAM71F2,FAM71F2,GARIN1A
MT1M,MT1M,MT1M
MT3,MT3,MT3
PRAMEF12,PRAMEF12,PRAMEF12
SLC35G3,SLC35G3,SLC35G3
CYB561A3,CYB561A3,CYB561A3
TESK2,TESK2,TESK2
EXOSC3,EXOSC3,EXOSC3
CALML5,CALML5,CALML5
ZNF486,ZNF486,ZNF486
TSPAN11,TSPAN11,TSPAN11
SLC36A2,SLC36A2,SLC36A2
MRGPRG,MRGPRG,MRGPRG
TBXAS1,TBXAS1,TBXAS1
MIR6817,MIR6817,MIR6817
TRNT1,TRNT1,TRNT1
CACNA2D1,CACNA2D1,CACNA2D1
GFER,GFER,GFER
TROAP,TROAP,TROAP
PRKACA,PRKACA,PRKCA
PRKACA,PRKACA,PRKACA
ESS2,ESS2,ESS2
MT1JP,MT1JP,MT1JP
MT1JP,MT1JP,MT1JP
LOC389705,LOC389705,LOC389705
KIF5A,KIF5A,KIF5A
MITD1,MITD1,MITD1
LRRC32,LRRC32,LRRC32
RIMKLA,RIMKLA,RIMKLA
POLDIP3,POLDIP3,POLDIP3
POM121L12,POM121L12,POM121L12
GPR83,GPR83,GPR83
TMEM87A,TMEM87A,TMEM87A
RXRA,RXRA,RXRA
KREMEN2,KREMEN2,KREMEN2
GOLGA7B,GOLGA7B,GOLGA7B
ATG101,ATG101,ATG101
LINC00221,LINC00221,LINC00221
ZNF106,ZNF106,ZNF106
SATB2,SATB2,SATB2
PPP4R3B,PPP4R3B,PPP4R3B
COL13A1,COL13A1,COL13A1
DHX57,DHX57,DHX57
UCKL1-AS1,UCKL1-AS1,UCKL1-AS1
NFATC2,NFATC2,NFATC2
SH3BGRL3,SH3BGRL3,SH3BGRL3
NOPCHAP1,NOPCHAP1,NOPCHAP1
FFAR1,FFAR1,FFAR1
OAS2,OAS2,OAS2
PSMD11,PSMD11,PSMD11
FIGNL1,FIGNL1,FIGNL1
RAB3D,RAB3D,RAB3D
LINC00929,LINC00929,LINC00929
CYTH1,CYTH1,CYTH1
N4BP1,N4BP1,N4BP1
ABHD10,ABHD10,ABHD10
RNF212B,RNF212B,RNF212B
SIGLEC6,SIGLEC6,SIGLEC6
ZNF169,ZNF169,ZNF169
LRRC3B,LRRC3B,LRRC3B
GZMA,GZMA,GZMA
SUGT1,SUGT1,SUGT1
SRSF12,SRSF12,SRSF12
SMS,SMS,RAI1
SMS,SMS,SMS
TFAP2E,TFAP2E,TFAP2E
MRPL3,MRPL3,MRPL3
PRDM7,PRDM7,PRDM7
CEL,CEL,CEL
CLPTM1,CLPTM1,CLPTM1
ZNF257,ZNF257,ZNF257
FAM205C,FAM205C,SPATA31F3
CCNI2,CCNI2,CCNI2
TRIM41,TRIM41,TRIM41
TUBA8,TUBA8,TUBA8
PTPN5,PTPN5,PTPN5
CSRP2,CSRP2,CSRP2
KEL,KEL,KEL
NUP107,NUP107,NUP107
KCNC1,KCNC1,KCNC1
MIR520H,MIR520H,MIR520H
GALNT13,GALNT13,GALNT15
GALNT13,GALNT13,GALNT13
DTX3,DTX3,DTX3
ARL2BP,ARL2BP,ARL2BP
KLF16,KLF16,KLF16
DBX2,DBX2,DBX2
ABHD2,ABHD2,ABHD2
ITSN2,ITSN2,ITSN2
RPAP1,RPAP1,RPAP1
UBA5,UBA5,UBA5
ALDH1L1,ALDH1L1,ALDH1L1
DROSHA,DROSHA,DROSHA
SLC24A2,SLC24A2,SLC24A2
SLC24A2,SLC24A2,SLC24A4
FANCC,FANCC,FANCC
CROT,CROT,CROT
LOC101929829,LOC101929829,LOC101929829
ZDHHC11B,ZDHHC11B,ZDHHC11B
TKFC,TKFC,TKFC
RANBP1,RANBP1,RANBP1
IP6K2,IP6K2,IP6K2
BLOC1S6,BLOC1S6,BLOC1S6
ARL1,ARL1,AKR1B10
ARL1,ARL1,ARL1
NTF3,NTF3,NTF3
FTSJ3,FTSJ3,FTSJ3
BSCL2,BSCL2,BSCL2
C3orf38,C3orf38,C3orf38
SLC29A4,SLC29A4,SLC29A4
TBC1D1,TBC1D1,TBC1D1
PROSER2,PROSER2,PROSER2
DENND11,DENND11,DENND11
C12orf42,C12orf42,C12orf42
P2RY10,P2RY10,P2RY10
IKBIP,IKBIP,IKBIP
CASP2,CASP2,CASP2
CCDC88A,CCDC88A,CCDC88A
PATJ,PATJ,PATJ
NLRP13,NLRP13,NLRP13
ACAP2,ACAP2,ACAP2
TBX5-AS1,TBX5-AS1,TBX5-AS1
ZFYVE1,ZFYVE1,ZFYVE1
RND2,RND2,RND2
EPS15L1,EPS15L1,EPS15L1
PARL,PARL,PARL
CRIP2,CRIP2,CRIP2
GAR1,GAR1,CNGB1
GAR1,GAR1,GAR1
TRIP13,TRIP13,TRIP13
LINC02774,LINC02774,LINC02774
NTN5,NTN5,NTN5
GPKOW,GPKOW,GPKOW
ARNT,ARNT,MIA3
ARNT,ARNT,ARNT
UNC119B,UNC119B,UNC119B
SCARB1,SCARB1,SCARB1
ZNF75D,ZNF75D,ZNF75D
TM7SF2,TM7SF2,TM7SF2
STK32C,STK32C,STK32C
ZNF775,ZNF775,ZNF775
LINC02004,LINC02004,LINC02004
LINC02004,LINC02004,LINC02004
MIR3914-1,MIR3914-1,MIR3914-1
MFSD12,MFSD12,MFSD12
GCM1,GCM1,GCM1
AMD1,AMD1,NPR2
AMD1,AMD1,AMD1
MYOF,MYOF,MYOF
MIR1302-8,MIR1302-8,MIR1302-8
KRTAP13-1,KRTAP13-1,KRTAP13-1
RFLNA,RFLNA,RFLNA
RHOV,RHOV,RHOV
HDAC8,HDAC8,HDAC8
PDCD11,PDCD11,PDCD11
DHRS1,DHRS1,DHRS1
PDGFRB,PDGFRB,PDGFRB
CARD11,CARD11,CARD11
TALDO1,TALDO1,TALDO1
HES5,HES5,HES5
CDC37L1,CDC37L1,CDC37L1
SHOC2,SHOC2,SHOC2
UBAP2,UBAP2,UBAP2
ZBTB10,ZBTB10,ZBTB10
FGF5,FGF5,FGF5
SOX9,SOX9,SOX9
GLTPD2,GLTPD2,GLTPD2
CNTD1,CNTD1,CNTD1
TTLL1,TTLL1,TTLL1
CT45A10,CT45A10,CT45A10
SF3B5,SF3B5,SF3B5
CILK1,CILK1,CILK1
KIF17,KIF17,KIF17
PPP1R1A,PPP1R1A,PPP1R1A
ST6GAL2,ST6GAL2,ST6GAL2
SNORD88B,SNORD88B,SNORD88B
IKBKE,IKBKE,IKBKE
SDC1,SDC1,SDC1
VKORC1L1,VKORC1L1,VKORC1L1
TTI1,TTI1,TTI1
OLFML2B,OLFML2B,OLFML2B
PNPLA8,PNPLA8,PNPLA8
